activityId;workerId;date;companyName;establishmentName;numberOfRuptures;numberProductsOutStorage;numberProductsOutShelf;rateRuptures;rateOutStorage;mixSize;duration;numberOfPictures;averageRating;marker
ObjectId(5e28450f0e6a54000275924f);5e1b674548147c000225b0b3;23/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;118;448.0;24;4;0
ObjectId(5e291366f1f3e10002dafbc6);5e1f3bb0a7a0eb0002d57cc0;30/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;118;227.0;47;3;0
ObjectId(5e29e6d85a84e800029f57fc);5d2cac9867d0eb0002367eed;24/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Novo Mundo;0;0;0;0.0;0.0;118;200.0;31;3;0
ObjectId(5e29e6d8d976d00002831448);5e1f5917f223d10002eeb2ca;24/01/2020;COCA-COLA FEMSA;Max Atacadista - Curitiba - Bairro Alto;0;0;0;0.0;0.0;118;146.0;46;3;0
ObjectId(5e2a64e8202e0d0002fe68ad);5e069df374d8df0002cff269;31/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;118;59.0;14;5;0
ObjectId(5e2a64f1173e2100022eee54);5e1f3bb0a7a0eb0002d57cc0;31/01/2020;COCA-COLA FEMSA;Max Atacadista - Curitiba - Linha Verde;0;0;0;0.0;0.0;118;106.0;35;3;0
ObjectId(5e2a64f35d2fa800028e55bf);5e1d8959fbd357000273c7d6;31/01/2020;COCA-COLA FEMSA;Max atacadista - Fazenda Rio Grande - Santa Terezinha;0;0;0;0.0;0.0;118;252.0;50;4;0
ObjectId(5e2b1cb04a29cd0002784432);5e1d8959fbd357000273c7d6;25/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Pinheirinho;0;0;0;0.0;0.0;118;467.0;30;5;0
ObjectId(5e22175c93ca51000275693a);5dccd49197f3a60002d3b030;20/01/2020;SEU DIVINO;Super Muffato - Curitiba - Folloni;8;8;8;0.73;0.73;11;43.0;2;5;0
ObjectId(5e22175cb20c6f0002f93c05);5e0bad73a4b0d10002f7b7db;20/01/2020;SEU DIVINO;Super Muffato - Cascavel - Comercial;7;11;7;0.64;1.0;11;69.0;2;4;0
ObjectId(5e22175d05e420000286648a);5e1111c598775b0002236820;20/01/2020;SEU DIVINO;Super Muffato - Campo Mourão - Mourão;2;11;2;0.18;1.0;11;58.0;7;3;0
ObjectId(5e22175d3415e00002e6f7af);5d214ecd3cc3870002993d43;20/01/2020;SEU DIVINO;Super Muffato - Maringá - Catuaí;8;9;10;0.73;0.82;11;18.0;2;3;0
ObjectId(5e22175d823abb00023d6d36);5dd754ad0c1cb60002db67b3;20/01/2020;SEU DIVINO;Super Muffato - Londrina - Madre ;7;11;7;0.64;1.0;11;42.0;2;4;0
ObjectId(5e22175d8750e30002ba9e24);5d214ecd3cc3870002993d43;20/01/2020;SEU DIVINO;Super Muffato - Maringá - João Paulino;8;11;8;0.73;1.0;11;12.0;2;5;0
ObjectId(5e2217624b4e0d00028bc877);5e1626052e63c50002be4c78;20/01/2020;SEU DIVINO;Super Muffato - Londrina - Quintino;6;10;6;0.55;0.91;11;127.0;2;3;0
ObjectId(5e22176263976c00027ae863);5dd754ad0c1cb60002db67b3;20/01/2020;SEU DIVINO;Super Muffato - Londrina - Duque ;5;9;6;0.45;0.82;11;44.0;4;5;0
ObjectId(5e221762cc086b00022a7a9a);5d214ecd3cc3870002993d43;20/01/2020;SEU DIVINO;Super Muffato - Maringá - Cerro Azul;10;11;10;0.91;1.0;11;11.0;2;5;0
ObjectId(5e2217634db1e60002187df6);5dfc41c60c86380002cc5e8b;20/01/2020;SEU DIVINO;Super Muffato - Curitiba - Tarumã;7;7;7;0.64;0.64;11;21.0;4;5;0
ObjectId(5e221763cf5eaf00028ed75b);5dae645a554d5300020e450d;20/01/2020;SEU DIVINO;Super Muffato - Curitiba - Portão;6;11;6;0.55;1.0;11;22.0;2;5;0
ObjectId(5e221763e890680002e49758);5e1243c91327d0000260a358;20/01/2020;SEU DIVINO;Super Muffato - Cascavel - Brasil;7;7;7;0.64;0.64;11;48.0;7;5;0
ObjectId(5e2211bbbdb1560002439eb7);5d1fa4239445ca0002ad77d8;20/01/2020;NOVA ALIANÇA;Super Muffato - Curitiba - Hauer;9;11;9;0.82;1.0;11;7.0;2;5;0
ObjectId(5e2211bbec207d00027dade0);5dcf14043b32e30002b865b5;20/01/2020;NOVA ALIANÇA;Super Muffato - São José dos Pinhais - Centro;3;11;3;0.27;1.0;11;50.0;17;5;0
ObjectId(5e2211bce890680002e48e7e);5d5aa99f83a3dd0002fed554;20/01/2020;NOVA ALIANÇA;Super Muffato - Curitiba - Folloni;7;7;7;0.64;0.64;11;76.0;11;4;0
ObjectId(5e2211ccbb85ad00025ae96f);5de5665b64db250002bcc2ad;18/01/2020;NOVA ALIANÇA;Super Muffato - Ponta Grossa - Nova Rússia;0;9;0;0.0;0.82;11;45.0;8;4;0
ObjectId(5e2213193415e00002e6f7a7);5e0775a174d8df0002d039c3;22/01/2020;NOVA ALIANÇA;Super Muffato - Cascavel - Parque São Paulo;5;8;5;0.45;0.73;11;11.0;11;3;0
ObjectId(5e22131a1889b900020c8018);5dee92392519ef0002ccfaf7;22/01/2020;NOVA ALIANÇA;Super Muffato - Apucarana - Centro;9;9;9;0.82;0.82;11;75.0;6;5;0
ObjectId(5e22131a3df5e700028a9c4a);5e0fb7d1d89eb70002df7b74;22/01/2020;NOVA ALIANÇA;Super Muffato - Foz do Iguaçu - República Argentina;6;11;6;0.55;1.0;11;28.0;2;5;0
ObjectId(5e22131a823abb00023d6d31);5e1250aa0091d00002e21c1f;22/01/2020;NOVA ALIANÇA;Super Muffato - Foz do Iguaçu - Vila A;8;8;8;0.73;0.73;11;39.0;2;3;0
ObjectId(5e251ef18c31200002318f45);5dd52590291c1b00023aac23;27/01/2020;NOVA ALIANÇA;Super Muffato - Ponta Grossa - Uvaranas;8;11;8;0.73;1.0;11;46.0;2;5;0
ObjectId(5e27c20c4f1d890002b50ba7);5deffda92e207600025a0a75;29/01/2020;NOVA ALIANÇA;Super Muffato - Maringá - Cerro Azul;6;11;6;0.55;1.0;11;54.0;12;4;0
ObjectId(5e27c20e4c77080002a60455);5dea4bd45b72ff0002069513;29/01/2020;NOVA ALIANÇA;Super Muffato - Campo Mourão - Mourão;3;5;3;0.27;0.45;11;78.0;5;4;0
ObjectId(5e2a64f21fe95a0002640d75);5e0880a267dd340002954db1;31/01/2020;NOVA ALIANÇA;Super Muffato - Londrina - Saul;6;9;6;0.55;0.82;11;58.0;6;5;0
ObjectId(5e2b4129277c7500028b76ee);5e1376a1403f430002e2b922;31/01/2020;NOVA ALIANÇA;Super Muffato - Toledo - Parigot;5;10;6;0.45;0.91;11;48.0;9;4;0
ObjectId(5e2e595e9ce42a000225e73c);5e194db2dc31d10002717961;03/02/2020;NOVA ALIANÇA;Super Muffato - Curitiba - Folloni;8;10;8;0.73;0.91;11;37.0;6;4;0
ObjectId(5e2e595e9ce42a000225e741);5ddd9d193351a30002b19167;03/02/2020;NOVA ALIANÇA;Super Muffato - Ponta Grossa - Uvaranas;11;11;11;1.0;1.0;11;10.0;2;5;0
ObjectId(5e2e596c7f04aa00020f316b);5e0880a267dd340002954db1;03/02/2020;NOVA ALIANÇA;Super Muffato - Londrina - Celso Garcia;9;11;8;0.82;1.0;11;14.0;4;4;0
ObjectId(5e2e596ec716f70002c17180);5e16689ae34be600021286de;03/02/2020;NOVA ALIANÇA;Super Muffato - Londrina - Quintino;3;5;3;0.27;0.45;11;89.0;21;5;0
ObjectId(5e220f21e890680002e48a29);5ded58cdfeedf9000244e3d6;18/01/2020;NOVA ALIANÇA;Super Muffato - Curitiba - Tarumã;14;16;14;0.78;0.89;18;25.0;4;3;0
ObjectId(5e227bd3d8584b0002649c5f);5df0f157585efe000206b2ef;25/01/2020;NOVA ALIANÇA;Super Muffato - Curitiba - Portão;15;15;15;0.83;0.83;18;18.0;8;3;0
ObjectId(5e22114d4ab6930002ab8af5);5dd45b8a22b9470002bac6f2;22/01/2020;NOVA ALIANÇA;Max Atacadista - Paranaguá;0;9;0;0.0;0.9;10;1088.0;8;3;0
ObjectId(5e27c1f212d07b0002a58791);5e1869713a8ea100029e506c;29/01/2020;NOVA ALIANÇA;Max Atacadista - Foz do iguaçu - Debret;6;6;6;0.6;0.6;10;32.0;11;5;0
ObjectId(5e27c1f3bd585f0002d71599);5e1869713a8ea100029e506c;29/01/2020;NOVA ALIANÇA;Max Atacadista - Foz do iguaçu - Foz;6;6;6;0.6;0.6;10;74.0;14;5;0
ObjectId(5e2e595b9ce42a000225e728);5ce9c746b9a0660034769abd;03/02/2020;NOVA ALIANÇA;Max Atacadista - São José dos Pinhais - Afonso Pena;5;2;5;0.5;0.2;10;158.0;10;5;0
ObjectId(5e2216e0bdb156000243a0be);5e069df374d8df0002cff269;21/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;0;0;0;0.0;0.0;40;119.0;4;5;0
ObjectId(5e25fd98307f9200020f37c6);5e069df374d8df0002cff269;22/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;0;0;0;0.0;0.0;40;100.0;6;5;0
ObjectId(5e25fd99307f9200020f37cb);5d1eb0ac05834f0002a6f85f;23/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;0;11;0;0.0;0.28;40;144.0;22;5;0
ObjectId(5e25fd9a307f9200020f37d0);5d16487bb67b2200027fd0b0;24/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;8;14;11;0.2;0.35;40;99.0;9;5;0
ObjectId(5e26fb9bff99f80002cd7bb8);5e069df374d8df0002cff269;27/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;0;0;0;0.0;0.0;40;72.0;7;5;0
ObjectId(5e26fb9bff99f80002cd7bbd);5e069df374d8df0002cff269;28/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;0;0;0;0.0;0.0;40;94.0;6;5;0
ObjectId(5e26fb9cff99f80002cd7bc2);5e069df374d8df0002cff269;25/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;0;0;0;0.0;0.0;40;118.0;6;5;0
ObjectId(5e27c1d261f7c10002ab3e82);5d16487bb67b2200027fd0b0;29/01/2020;CHÁCARA CAVALLI;Verde Mais - Hauer;4;40;4;0.1;1.0;40;16.0;5;5;0
ObjectId(5e2371815aa7190002a422df);5ddc5f0563d849000252747e;20/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Arthur Bernardes;2;3;2;0.05;0.07;40;103.0;18;5;0
ObjectId(5e237181f1c3320002aa4ce6);5dae645a554d5300020e450d;20/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;8;33;9;0.2;0.82;40;101.0;17;4;0
ObjectId(5e237181f1c3320002aa4ceb);5ddc5f0563d849000252747e;21/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;0;0;1;0.0;0.0;40;51.0;21;3;0
ObjectId(5e2371825aa7190002a422e4);5dae645a554d5300020e450d;21/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Arthur Bernardes;5;36;5;0.13;0.9;40;142.0;17;4;0
ObjectId(5e26f676ff99f80002cd78b7);5da5f89c3778a80002097293;22/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Arthur Bernardes;0;28;0;0.0;0.7;40;66.0;33;4;0
ObjectId(5e2b2cc33ef6d70002662025);5cc764c5e3cc6f00387529f3;27/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;0;28;0;0.0;0.7;40;129.0;22;4;0
ObjectId(5e2b2cc33ef6d7000266202a);5cc764c5e3cc6f00387529f3;28/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;0;22;0;0.0;0.55;40;;16;4;0
ObjectId(5e2371a15aa7190002a422f2);5dae645a554d5300020e450d;20/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;10;37;11;0.24;0.9;41;178.0;15;4;0
ObjectId(5e2371a1f1c3320002aa4cf0);5ddc5f0563d849000252747e;20/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Arthur Bernardes;0;4;0;0.0;0.1;41;103.0;12;5;0
ObjectId(5e2371a2f1c3320002aa4cf5);5dae645a554d5300020e450d;21/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Arthur Bernardes;9;39;9;0.22;0.95;41;75.0;18;5;0
ObjectId(5e26f691ff99f80002cd78bc);5da5f89c3778a80002097293;22/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Arthur Bernardes;3;38;3;0.07;0.93;41;;22;4;0
ObjectId(5e2b2ce53ef6d7000266205c);5cc764c5e3cc6f00387529f3;27/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;0;26;0;0.0;0.63;41;129.0;14;4;0
ObjectId(5e2b2ce63ef6d70002662061);5cc764c5e3cc6f00387529f3;28/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;0;25;0;0.0;0.61;41;;12;5;0
ObjectId(5e2b2ce73ef6d7000266206b);5cc764c5e3cc6f00387529f3;30/01/2020;STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A;Big - Curitiba - Portão;0;17;0;0.0;0.41;41;66.0;14;3;0
ObjectId(5e251ef85173e80002f083d8);5d1b4c5886c7bb0002d46563;27/01/2020;COCA-COLA FEMSA;Max Contemporânea Atacarejo - Araucária;0;0;0;0.0;0.0;115;;26;4;0
ObjectId(5e251ef65173e80002f083ce);5d1b4c5886c7bb0002d46563;27/01/2020;COCA-COLA FEMSA;Max Contemporânea Atacarejo - Araucária;0;0;0;0.0;0.0;314;;28;3;0
ObjectId(5e2ed53e3d9b95000297f72d);5dbb60edcaaa3b000206a06e;29/01/2020;COCA-COLA FEMSA;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;314;;47;3;0
ObjectId(5e0f2d6dc86dca0002e6a78d);5dec10bef3609700028887a4;03/01/2020;MOINHO DO NORDESTE;Condor -  Maringá  - Av. Paranà;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e0f316811dffe0002a2d159);5d1eb0ac05834f0002a6f85f;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Marechal;0;2;0;0.0;0.67;3;;6;4;0
ObjectId(5e0f3898c86dca0002e6b3bd);5de7a14fccd3f400029548b6;03/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;1;2;1;0.33;0.67;3;;6;5;0
ObjectId(5e0f41d3aa246b00026c3906);5de71d91c46ae70002e5e4eb;03/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e0f44706e9c8e0002278783);5dbc21b2e883f000021556ce;03/01/2020;MOINHO DO NORDESTE;Condor - Araucária - BR;1;1;1;0.33;0.33;3;;6;4;0
ObjectId(5e0f487c6e9c8e0002278b6d);5d1a41a00c2bf400022ff486;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e0f4bc36e9c8e0002278c9e);5cf2d2b730c6300002c4c1a0;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Pinheirinho;1;2;1;0.33;0.67;3;;6;3;0
ObjectId(5e0f7c1586746f0002b2c904);5cbf7e97c988da0039803bfb;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Champagnat;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e0f825986746f0002b2ced0);5ce897b9b9a066003474ac32;03/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e0f85a18bad2d0002f7b0d2);5d1a41a00c2bf400022ff486;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e0f8e5b684bcd0002a26827);5de3d6c048d3f900024ea7e3;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;1;0;0.0;0.33;3;;6;5;0
ObjectId(5e0f90c4381c360002f8105c);5cbf7e97c988da0039803bfb;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;0;0;1;0.0;0.0;3;;6;5;0
ObjectId(5e0f9fb6632e9c0002223f0a);5d1642b2765de200027f2fcc;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cajuru;1;3;1;0.33;1.0;3;;6;5;0
ObjectId(5e0fa3c0632e9c00022240ca);5dd55e22d49b8e0002893a62;03/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;0;0;0.0;0.0;3;;6;3;0
ObjectId(5e0fa9aacdc884000274ee52);5de3d6c048d3f900024ea7e3;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Umbará;1;1;1;0.33;0.33;3;;6;4;0
ObjectId(5e0fab5ccdc884000274efe6);5dae1bdcfd8abd000253b680;03/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;;6;3;0
ObjectId(5e0fafd8632e9c0002224802);5dd55e22d49b8e0002893a62;03/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Jd. Carvalho;0;2;0;0.0;0.67;3;;6;3;0
ObjectId(5e132e80491c4a0002712360);5de7a14fccd3f400029548b6;06/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;1;0;0.0;0.33;3;;6;5;0
ObjectId(5e1337b33b094b000294e9a3);5dae645a554d5300020e450d;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;3;0;0.0;1.0;3;;6;5;0
ObjectId(5e133a63724007000232819b);5daa32561f47c700024aa1f6;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;1;0;0.0;0.33;3;;6;5;0
ObjectId(5e13415221e71400029f321a);5de7a14fccd3f400029548b6;06/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;1;1;1;0.33;0.33;3;;6;4;0
ObjectId(5e13454421e71400029f3399);5dec10bef3609700028887a4;06/01/2020;MOINHO DO NORDESTE;Condor -  Maringá  - Av. Paranà;0;1;0;0.0;0.33;3;;6;5;0
ObjectId(5e13474b7f58560002f16d51);5d92a44ddaf60800023761b3;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e134af9082b3600029fdb7f);5cbf7e97c988da0039803bfb;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;0;1;0;0.0;0.33;3;;6;5;0
ObjectId(5e134f8aeb306600023dbc7f);5dbc21b2e883f000021556ce;06/01/2020;MOINHO DO NORDESTE;Condor - Araucária - BR;1;2;1;0.33;0.67;3;;6;5;0
ObjectId(5e135175eb306600023dbe05);5d669adf3a6c7e0002b841f0;06/01/2020;MOINHO DO NORDESTE;Condor -  Londrina;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e1352dab0238a0002d5f552);5de7a14fccd3f400029548b6;06/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;0;2;0;0.0;0.67;3;;6;5;0
ObjectId(5e135450082b3600029fe586);5dec10bef3609700028887a4;06/01/2020;MOINHO DO NORDESTE;Condor -  Maringá - Av. Colombo;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e135b65082b3600029feaf7);5dbc21b2e883f000021556ce;06/01/2020;MOINHO DO NORDESTE;Condor -  Araucária - Bairro Costeira;0;1;0;0.0;0.33;3;;6;4;0
ObjectId(5e136aa3eb306600023dd104);5d92a44ddaf60800023761b3;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Boa Vista;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e137f57c26826000264afbd);5cbf7e97c988da0039803bfb;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e138079c26826000264b034);5d92a44ddaf60800023761b3;06/01/2020;MOINHO DO NORDESTE;Condor - Almirante Tamandaré - Alto Pinheiros;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e138446c26826000264b2df);5d1eb0ac05834f0002a6f85f;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Brasília;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e13968bbce55c000234167e);5de93585fbdfee0002c7bb24;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Felicidade;0;3;0;0.0;1.0;3;;6;3;0
ObjectId(5e13c297baa1fa0002535ac2);5de8e63df26ea10002a8c4ba;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;1;1;1;0.33;0.33;3;;6;4;0
ObjectId(5e13c297cd9f210002752445);5de8e63df26ea10002a8c4ba;06/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;1;1;1;0.33;0.33;3;;6;4;0
ObjectId(5e1468de14b6c40002989811);5dec10bef3609700028887a4;07/01/2020;MOINHO DO NORDESTE;Condor -  Maringá - Av. Colombo;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e1476e4fc9bcd000202af74);5dec10bef3609700028887a4;07/01/2020;MOINHO DO NORDESTE;Condor -  Maringá  - Av. Paranà;0;2;0;0.0;0.67;3;;6;5;0
ObjectId(5e147f80fc9bcd000202b277);5dbc21b2e883f000021556ce;07/01/2020;MOINHO DO NORDESTE;Condor - Araucária - BR;1;2;1;0.33;0.67;3;;6;5;0
ObjectId(5e1487e64d40d100024b2cfe);5de71d91c46ae70002e5e4eb;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;1;1;1;0.33;0.33;3;;6;4;0
ObjectId(5e1492cd2cac4900027d5a4e);5de7a14fccd3f400029548b6;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Ahú;2;2;2;0.67;0.67;3;;6;5;0
ObjectId(5e14937ff776ac0002889157);5de71d91c46ae70002e5e4eb;07/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Centro;0;2;0;0.0;0.67;3;;6;4;0
ObjectId(5e14a18bca3823000208452f);5de71d91c46ae70002e5e4eb;07/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e14b6a1af03fc0002adc4d8);5daa32561f47c700024aa1f6;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;;6;3;0
ObjectId(5e14b7c105ea660002449559);5d94b47d7574da0002e493d5;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Champagnat;0;1;0;0.0;0.33;3;;6;3;0
ObjectId(5e14c1c5907ec90002457964);5dae645a554d5300020e450d;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;3;0;0.0;1.0;3;;6;3;0
ObjectId(5e14c740eade1f0002846df7);5d92a44ddaf60800023761b3;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e153c7310dcc6000232105e);5dd2a665849da70002026762;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;0;1;0;0.0;0.33;3;;6;4;0
ObjectId(5e15c849b68c800002702633);5e0883c967dd340002954f11;07/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Wenceslau Braz;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e171c0ef78ae900021ddd59);5dfa6d413add2d00027d7ecd;09/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Uvaranas;1;1;1;0.33;0.33;3;;6;3;0
ObjectId(5e1735fe09a3410002e1c8cc);5df929b0739f8a00029be468;09/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e17387c25d1ee000295c9b1);5d94b47d7574da0002e493d5;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Champagnat;0;0;1;0.0;0.0;3;;6;5;0
ObjectId(5e17459047d9d000029f9cd8);5df929b0739f8a00029be468;09/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Oficinas;0;0;0;0.0;0.0;3;;6;3;0
ObjectId(5e1746c647d9d000029f9dc7);5dbc21b2e883f000021556ce;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Umbará;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e174feeb07f7d00027b8d8f);5da71b107fb7170002ad6e33;09/01/2020;MOINHO DO NORDESTE;Condor -  Campo Largo - Loteamento São José;0;3;0;0.0;1.0;3;;6;3;0
ObjectId(5e17550d47d9d000029fa8b6);5da71b107fb7170002ad6e33;09/01/2020;MOINHO DO NORDESTE;Condor - Campo Largo - Centro;0;2;0;0.0;0.67;3;;6;4;0
ObjectId(5e17596147d9d000029fab3a);5d1b8973b204600002a2b3c0;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - São Braz;1;1;1;0.33;0.33;3;;6;3;0
ObjectId(5e175a42b07f7d00027b92c2);5ce897b9b9a066003474ac32;09/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e176b0347d9d000029fb4b7);5daa32561f47c700024aa1f6;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e176d90b07f7d00027b9d20);5cf2d2b730c6300002c4c1a0;09/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;1;2;1;0.33;0.67;3;;6;3;0
ObjectId(5e178179eca6aa0002e891e2);5d94b47d7574da0002e493d5;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;1;2;1;0.33;0.67;3;;6;5;0
ObjectId(5e179de0c496790002186a26);5de93585fbdfee0002c7bb24;09/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;0;1;0;0.0;0.33;3;;6;4;0
ObjectId(5e179e51c496790002186c43);5de93585fbdfee0002c7bb24;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e17bb49a1445300020d4fe2);5d28e7901313480002c6bb94;09/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;0;0;0;0.0;0.0;3;;6;4;0
ObjectId(5e1868b6c66a7d00020477cd);5dec10bef3609700028887a4;10/01/2020;MOINHO DO NORDESTE;Condor -  Maringá - Av. Colombo;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e186d85c66a7d0002047920);5df446bd0068820002871100;10/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;2;0;0.0;0.67;3;;6;5;0
ObjectId(5e186e4ac66a7d0002047a4f);5ce897b9b9a066003474ac32;10/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;1;0;0.0;0.33;3;;6;5;0
